0.555,0.119,0.762
0.519,0.078,0.727
0.384,0.085,0.600
0.296,0.097,0.512
0.258,0.087,0.461
0.200,0.106,0.367
0.118,0.168,0.270
0.140,0.191,0.292
0.208,0.194,0.289
0.206,0.180,0.314
0.207,0.164,0.452
0.271,0.069,0.568
0.278,0.033,0.527
0.102,0.006,0.527
0.053,-0.092,0.540
0.160,-0.181,0.425
0.280,-0.208,0.753
0.406,-0.261,1.488
0.680,-0.333,2.000
0.782,-0.389,2.000
0.537,-0.266,2.000
0.089,-0.272,2.000
-0.352,-0.278,2.000
-0.498,-0.174,2.000
-0.529,-0.064,2.000
-0.319,-0.010,2.000
0.051,-0.017,2.000
0.023,-0.081,1.591
-0.059,-0.091,1.127
-0.197,0.007,0.827
-0.359,0.131,0.593
-0.380,0.281,0.485
-0.342,0.303,0.399
-0.190,0.334,0.349
-0.045,0.360,0.195
-0.000,0.427,0.049
-0.012,0.453,0.103
0.011,0.472,0.204
0.059,0.490,0.177
0.147,0.491,0.092
0.343,0.515,0.123
0.375,0.479,0.237
0.268,0.482,0.324
0.163,0.455,0.237
0.198,0.458,0.225
0.222,0.411,0.208
0.204,0.391,0.190
0.161,0.378,0.262
0.060,0.369,0.501
0.042,0.344,0.720
0.071,0.352,0.849
0.010,0.319,0.781
0.088,0.275,0.768
0.006,0.245,1.029
-0.219,0.227,1.473
-0.274,0.215,1.851
-0.075,0.214,1.896
0.043,0.191,1.925
-0.062,0.198,2.000
-0.021,0.177,2.000
0.025,0.126,1.895
0.160,0.110,2.000
0.075,0.147,1.904
0.256,0.100,1.625
0.304,0.070,1.724
0.213,0.062,1.832
0.517,-0.009,1.622
0.681,-0.026,1.451
0.878,-0.023,1.379
0.903,-0.010,1.217
0.650,0.007,1.108
0.476,0.007,1.059
0.491,-0.031,0.880
0.558,-0.006,0.510
0.447,0.029,0.208
0.248,0.120,0.163
0.194,0.215,0.109
0.264,0.309,0.069
0.266,0.333,0.082
0.366,0.383,0.068
0.405,0.412,0.019
0.358,0.428,0.041
0.314,0.445,0.151
0.217,0.454,0.248
0.088,0.451,0.230
0.037,0.446,0.139
0.017,0.482,0.096
0.076,0.433,0.169
0.084,0.351,0.188
0.103,0.298,0.135
0.207,0.218,0.113
0.239,0.076,0.325
0.253,-0.013,0.431
0.283,-0.035,0.549
0.266,-0.154,0.917
0.041,-0.209,1.208
0.318,-0.256,1.635
0.676,-0.346,2.000
0.972,-0.276,2.000
1.265,-0.339,2.000
1.212,-0.322,2.000
1.011,-0.286,2.000
0.766,-0.257,2.000
0.641,-0.239,2.000
0.529,-0.244,2.000
0.443,-0.246,1.997
0.379,-0.208,2.000
0.238,-0.180,2.000
-0.011,-0.189,1.809
-0.119,-0.150,1.457
-0.055,-0.092,1.105
-0.029,-0.032,0.797
-0.136,0.043,0.548
-0.143,0.152,0.386
-0.140,0.206,0.178
-0.077,0.322,-0.054
0.090,0.362,-0.129
0.180,0.383,-0.107
0.144,0.440,-0.085
-0.039,0.492,0.019
-0.073,0.497,0.109
-0.066,0.469,0.113
0.016,0.479,0.092
0.054,0.471,0.187
0.007,0.408,0.397
-0.040,0.379,0.660
0.002,0.367,0.846
0.175,0.224,0.951
0.208,0.199,1.044
0.135,0.196,1.729
0.090,0.162,2.000
0.264,0.178,2.000
0.336,0.107,1.849
0.482,0.089,2.000
0.897,0.065,2.000
0.986,0.071,2.000
0.720,-0.042,2.000
1.120,-0.122,1.944
1.093,-0.131,1.815
0.906,-0.177,1.712
0.911,-0.253,1.412
0.741,-0.282,1.012
0.424,-0.236,0.604
0.297,-0.168,0.312
0.286,-0.089,0.014
0.327,0.056,-0.248
0.268,0.201,-0.332
0.284,0.236,-0.271
0.205,0.294,-0.219
0.046,0.348,-0.184
0.089,0.378,-0.173
0.273,0.455,-0.078
0.491,0.431,0.097
0.437,0.405,0.073
0.289,0.431,-0.031
0.238,0.430,-0.083
0.227,0.444,-0.181
0.249,0.432,-0.235
0.217,0.403,-0.268
0.167,0.331,-0.219
0.024,0.250,-0.145
-0.050,0.114,-0.018
-0.079,0.044,0.157
-0.097,-0.164,0.389
-0.010,-0.283,0.531
0.156,-0.465,0.843
0.367,-0.644,1.445
0.622,-0.716,1.937
0.715,-0.715,2.000
1.028,-0.635,2.000
1.110,-0.625,2.000
1.266,-0.635,2.000
1.354,-0.616,1.962
1.260,-0.598,1.718
1.125,-0.625,1.832
0.905,-0.588,1.979
0.819,-0.554,2.000
0.849,-0.585,2.000
0.635,-0.578,1.917
0.360,-0.535,1.827
0.321,-0.501,1.779
0.376,-0.439,1.708
0.378,-0.430,1.564
0.205,-0.439,1.450
-0.062,-0.330,1.260
-0.128,-0.215,1.088
-0.152,-0.142,0.871
-0.138,-0.039,0.699
-0.115,0.068,0.604
-0.088,0.098,0.468
-0.161,0.115,0.198
-0.167,0.258,-0.107
-0.171,0.377,-0.286
-0.176,0.478,-0.300
-0.160,0.492,-0.308
-0.118,0.490,-0.289
-0.027,0.482,-0.250
0.100,0.429,-0.195
0.113,0.329,-0.084
0.052,0.278,0.104
-0.078,0.205,0.696
0.094,0.033,1.454
0.499,-0.006,1.914
0.725,0.026,2.000
0.631,0.019,2.000
0.407,0.106,2.000
0.482,-0.027,2.000
0.704,-0.043,1.969
0.678,-0.042,1.796
0.743,-0.063,1.809
0.921,-0.091,1.726
1.028,-0.057,1.666
1.122,-0.074,1.682
1.159,-0.119,1.572
1.184,-0.104,1.242
1.011,-0.097,1.019
0.721,-0.063,0.866
0.361,-0.028,0.663
0.315,0.045,0.450
0.402,0.102,0.326
0.381,0.096,0.088
0.338,0.158,-0.223
0.213,0.296,-0.416
0.090,0.395,-0.423
0.089,0.433,-0.323
0.111,0.415,-0.100
0.214,0.434,0.084
0.266,0.424,0.101
0.308,0.437,-0.038
0.302,0.475,-0.089
0.197,0.511,-0.052
0.065,0.479,0.041
-0.033,0.423,0.073
-0.073,0.333,0.075
-0.030,0.240,0.111
0.113,0.110,0.199
0.220,0.042,0.390
0.300,-0.144,0.589
0.438,-0.294,0.810
0.582,-0.428,0.980
0.497,-0.485,1.316
0.714,-0.564,1.689
1.077,-0.557,1.575
1.115,-0.639,1.182
1.028,-0.695,1.132
0.930,-0.610,1.897
1.396,-0.675,2.000
1.839,-0.698,2.000
1.739,-0.620,2.000
1.191,-0.685,2.000
0.797,-0.670,1.787
0.689,-0.617,1.794
0.742,-0.599,1.809
0.669,-0.550,1.844
0.434,-0.514,1.764
0.203,-0.473,1.569
0.093,-0.404,1.310
0.091,-0.306,1.073
0.088,-0.168,0.964
0.142,-0.105,1.022
0.088,-0.066,0.980
0.014,-0.023,0.835
0.008,0.052,0.624
0.107,0.125,0.355
0.126,0.216,0.095
0.100,0.295,0.010
0.087,0.394,-0.124
0.085,0.412,-0.270
0.049,0.513,-0.361
0.039,0.539,-0.375
0.126,0.514,-0.299
0.180,0.472,-0.241
0.121,0.411,-0.164
0.108,0.345,0.224
0.243,0.280,0.699
0.406,0.179,0.977
0.377,0.191,1.349
0.574,0.132,1.877
0.777,0.088,2.000
0.800,0.154,2.000
0.535,0.139,2.000
0.534,0.091,1.779
0.533,0.087,1.655
0.750,0.063,1.732
0.682,0.065,1.759
0.573,-0.017,1.694
1.225,0.002,1.326
1.381,-0.009,1.401
1.445,-0.097,1.460
1.057,-0.034,1.162
0.849,-0.021,0.859
0.676,0.025,0.733
0.450,-0.006,0.603
0.529,0.062,0.392
0.708,0.101,0.209
0.621,0.170,0.008
0.411,0.232,-0.078
0.375,0.242,-0.165
0.389,0.310,-0.308
0.489,0.409,-0.237
0.473,0.387,-0.050
0.367,0.403,-0.054
0.195,0.439,-0.016
0.242,0.449,0.061
0.265,0.455,0.006
0.232,0.441,-0.080
0.154,0.479,-0.240
-0.005,0.427,-0.309
-0.179,0.405,-0.327
-0.253,0.325,-0.122
-0.130,0.089,0.247
0.039,-0.163,0.365
0.171,-0.135,0.299
0.150,-0.322,0.427
0.032,-0.588,0.802
0.321,-0.742,1.082
0.421,-0.797,1.306
0.688,-0.925,1.710
1.180,-0.959,1.861
1.438,-1.036,1.633
1.530,-1.013,1.333
1.473,-0.989,1.498
1.226,-1.009,1.811
1.245,-0.896,2.000
1.727,-0.877,2.000
1.726,-0.978,2.000
1.170,-0.922,2.000
0.959,-0.906,1.745
0.708,-0.887,1.741
0.634,-0.837,1.902
0.601,-0.886,1.834
0.337,-0.805,1.475
0.042,-0.700,1.194
-0.090,-0.493,0.972
0.029,-0.342,0.770
0.075,-0.156,0.771
0.006,-0.140,0.808
-0.061,-0.140,0.535
-0.170,-0.015,0.270
-0.338,0.146,-0.036
-0.378,0.317,-0.241
-0.267,0.394,-0.083
-0.061,0.372,0.044
0.073,0.407,-0.088
0.024,0.426,-0.194
-0.118,0.454,-0.174
-0.166,0.480,-0.176
0.004,0.396,-0.189
0.173,0.264,-0.086
0.091,0.153,0.276
0.087,-0.053,0.856
0.234,-0.178,1.535
0.157,-0.208,2.000
0.353,-0.258,2.000
0.716,-0.325,2.000
1.044,-0.357,2.000
1.030,-0.344,2.000
1.084,-0.400,2.000
1.368,-0.384,2.000
1.375,-0.387,1.964
1.240,-0.381,1.750
1.088,-0.416,1.720
1.141,-0.454,1.287
0.981,-0.410,0.875
0.570,-0.310,0.640
0.232,-0.186,0.520
0.184,-0.128,0.208
0.255,-0.009,-0.228
0.232,0.230,-0.663
0.033,0.399,-0.748
-0.071,0.469,-0.459
0.054,0.415,-0.292
0.054,0.444,-0.365
0.062,0.481,-0.292
0.334,0.488,-0.097
0.462,0.435,-0.035
0.530,0.391,-0.073
0.501,0.421,-0.115
0.296,0.431,-0.113
0.089,0.335,0.043
-0.008,0.257,0.066
0.015,0.063,-0.045
0.262,-0.111,-0.102
0.298,-0.079,-0.236
0.224,-0.367,-0.036
-0.161,-0.644,0.618
-0.404,-0.758,1.308
-0.167,-1.004,1.984
0.368,-0.892,2.000
1.080,-0.904,2.000
1.173,-0.913,1.759
0.942,-0.894,1.511
0.956,-0.942,1.518
0.907,-0.935,1.888
1.357,-0.914,2.000
1.430,-1.096,2.000
1.245,-0.902,2.000
1.208,-1.011,2.000
0.985,-1.072,1.784
0.572,-1.037,1.578
0.420,-0.967,1.700
0.363,-0.950,1.716
0.243,-0.858,1.552
0.095,-0.741,1.374
0.089,-0.652,1.095
-0.019,-0.451,0.853
-0.044,-0.297,0.793
-0.018,-0.150,0.892
0.082,-0.102,0.950
0.169,-0.065,0.845
-0.070,-0.045,0.616
-0.263,0.093,0.308
-0.300,0.178,0.045
-0.223,0.218,-0.156
-0.281,0.347,-0.337
-0.327,0.427,-0.511
-0.219,0.491,-0.443
-0.119,0.410,-0.147
-0.052,0.326,0.045
0.051,0.328,0.140
0.048,0.222,0.327
0.119,0.135,0.673
0.225,0.053,1.022
0.275,-0.015,1.388
0.157,0.069,2.000
0.190,-0.148,2.000
0.353,-0.222,2.000
0.695,-0.221,2.000
0.673,-0.279,1.858
0.629,-0.274,1.675
0.673,-0.230,1.808
1.029,-0.150,1.987
1.114,-0.072,1.816
1.228,-0.253,1.545
1.457,-0.248,1.063
1.245,-0.140,0.702
0.807,-0.076,0.494
0.494,-0.009,0.278
0.384,0.121,0.116
0.292,0.182,0.058
0.174,0.253,-0.040
0.043,0.360,0.008
0.029,0.414,0.110
0.029,0.407,0.117
0.074,0.434,0.108
0.307,0.480,0.147
0.352,0.503,0.242
0.275,0.515,0.347
0.188,0.470,0.251
0.102,0.512,0.112
-0.042,0.529,-0.066
-0.091,0.494,-0.206
-0.084,0.396,-0.285
-0.139,0.299,-0.401
-0.111,0.196,-0.558
-0.000,-0.028,-0.523
0.104,-0.459,-0.172
0.111,-0.727,0.338
0.075,-1.039,0.962
0.170,-1.163,1.608
0.298,-1.298,1.944
0.529,-1.209,1.872
0.773,-1.161,1.938
1.014,-1.120,2.000
1.285,-1.144,2.000
1.523,-1.158,2.000
1.230,-1.043,2.000
0.989,-1.060,2.000
0.859,-1.009,2.000
1.006,-1.007,1.993
0.883,-0.978,1.853
0.621,-1.008,1.784
0.487,-0.987,1.678
0.393,-0.960,1.499
0.370,-0.854,1.196
0.296,-0.726,1.155
0.232,-0.632,1.205
0.072,-0.499,1.283
0.024,-0.477,1.147
-0.113,-0.485,0.769
-0.345,-0.272,0.420
-0.321,-0.032,0.174
-0.333,0.141,0.083
-0.356,0.236,-0.031
-0.363,0.285,-0.025
-0.467,0.302,-0.074
-0.418,0.301,-0.167
-0.261,0.282,-0.258
-0.169,0.280,-0.232
0.001,0.068,-0.029
0.124,-0.031,0.145
-0.023,-0.139,0.425
0.065,-0.346,1.081
0.449,-0.420,1.953
0.679,-0.379,2.000
0.567,-0.378,2.000
0.243,-0.462,2.000
0.249,-0.580,2.000
0.816,-0.656,2.000
1.363,-0.690,2.000
1.320,-0.693,2.000
0.800,-0.719,1.966
0.685,-0.760,1.543
0.558,-0.681,1.330
0.603,-0.574,1.407
0.990,-0.532,1.253
0.998,-0.505,0.872
0.983,-0.526,0.440
1.044,-0.349,-0.032
0.695,-0.075,-0.218
0.370,0.138,-0.024
0.372,0.139,0.235
0.425,0.220,0.415
0.271,0.166,0.356
0.140,0.243,0.163
-0.057,0.337,0.057
-0.261,0.376,-0.015
-0.106,0.398,-0.003
0.095,0.526,-0.027
0.182,0.537,0.112
0.103,0.482,-0.007
-0.194,0.539,-0.212
-0.298,0.569,-0.452
-0.162,0.509,-0.563
-0.096,0.405,-0.704
-0.110,0.195,-0.848
-0.148,-0.153,-0.768
-0.142,-0.593,-0.183
-0.341,-0.918,0.687
-0.076,-1.246,1.331
0.310,-1.288,1.589
0.479,-1.353,1.599
0.492,-1.302,1.924
0.791,-1.217,2.000
1.459,-1.233,2.000
1.924,-1.124,2.000
1.669,-1.069,2.000
1.150,-1.043,2.000
0.969,-1.041,2.000
0.963,-1.032,2.000
0.879,-1.080,1.693
0.621,-1.009,1.530
0.531,-0.915,1.801
0.436,-0.823,2.000
0.280,-0.830,1.998
0.036,-0.842,1.589
-0.244,-0.808,1.194
-0.308,-0.593,0.898
-0.383,-0.388,0.633
-0.405,-0.167,0.545
-0.300,0.022,0.548
-0.235,0.063,0.486
-0.284,0.170,0.356
-0.280,0.230,0.113
-0.334,0.361,-0.121
-0.312,0.467,-0.252
-0.058,0.445,-0.331
-0.056,0.457,-0.346
-0.048,0.447,-0.300
-0.077,0.403,-0.191
-0.048,0.336,-0.094
-0.022,0.211,0.086
0.123,0.038,0.174
0.143,-0.120,0.244
-0.214,-0.109,0.777
0.034,-0.253,2.000
0.711,-0.383,2.000
1.019,-0.190,2.000
0.697,-0.118,2.000
0.480,-0.103,2.000
1.062,-0.217,2.000
1.475,-0.270,2.000
0.936,-0.197,2.000
0.347,-0.221,2.000
-0.119,-0.276,1.747
0.209,-0.385,1.043
0.898,-0.257,0.718
1.119,-0.082,0.808
0.977,-0.043,0.811
0.554,0.030,0.751
0.522,0.024,0.602
0.836,0.013,0.237
0.715,0.136,-0.138
0.474,0.242,-0.296
0.357,0.329,-0.293
0.202,0.403,-0.160
0.137,0.439,-0.078
0.109,0.443,-0.118
0.124,0.496,-0.108
0.192,0.515,-0.005
0.212,0.493,-0.010
0.114,0.470,-0.065
-0.083,0.502,-0.060
-0.223,0.476,0.048
-0.202,0.448,0.083
-0.124,0.342,-0.060
-0.023,0.257,-0.261
0.074,0.095,-0.391
0.118,-0.095,-0.437
-0.086,-0.356,-0.302
-0.047,-0.863,-0.017
-0.027,-1.125,0.526
0.231,-1.525,1.356
0.573,-1.603,1.843
1.149,-1.555,2.000
1.678,-1.322,2.000
1.771,-1.081,2.000
1.696,-0.976,2.000
1.283,-0.978,2.000
1.020,-0.980,2.000
0.862,-0.936,2.000
0.840,-0.954,2.000
0.732,-0.967,1.987
0.519,-0.900,1.515
0.348,-0.752,1.348
0.095,-0.656,1.516
-0.001,-0.584,1.616
-0.091,-0.494,1.438
-0.226,-0.432,1.122
-0.305,-0.260,0.940
-0.265,-0.102,0.826
-0.190,0.007,0.788
-0.167,0.045,0.706
-0.254,0.082,0.436
-0.433,0.165,0.189
-0.494,0.227,-0.097
-0.356,0.260,-0.457
-0.222,0.402,-0.772
-0.080,0.509,-0.786
-0.102,0.500,-0.679
-0.155,0.531,-0.602
-0.160,0.419,-0.532
0.030,0.249,-0.625
0.171,0.036,-0.638
-0.040,-0.122,-0.290
-0.333,-0.344,0.389
-0.093,-0.576,1.271
0.439,-0.852,2.000
0.772,-0.598,2.000
0.583,-0.409,2.000
0.548,-0.466,2.000
1.111,-0.526,2.000
1.251,-0.482,2.000
1.212,-0.446,2.000
0.978,-0.455,2.000
1.665,-0.501,1.868
1.886,-0.451,1.668
1.679,-0.382,1.543
0.974,-0.341,1.527
0.659,-0.420,1.287
0.625,-0.362,0.894
0.546,-0.286,0.651
0.578,-0.240,0.532
0.427,-0.199,0.345
0.136,-0.077,0.020
-0.075,0.158,-0.135
-0.105,0.256,-0.035
0.009,0.296,-0.059
0.065,0.386,-0.109
0.095,0.410,-0.085
0.065,0.448,-0.042
0.062,0.468,-0.081
-0.004,0.490,-0.186
0.015,0.500,-0.173
0.018,0.484,-0.131
0.061,0.399,-0.116
0.068,0.323,-0.201
0.025,0.181,-0.311
-0.056,0.071,-0.273
-0.140,-0.097,0.025
-0.079,-0.338,0.327
0.033,-0.633,0.595
0.374,-0.784,0.629
0.346,-1.041,0.524
0.137,-1.373,0.989
0.266,-1.506,1.641
0.898,-1.435,2.000
1.591,-1.256,2.000
2.000,-1.099,2.000
1.700,-0.924,2.000
1.323,-1.046,2.000
0.898,-1.057,2.000
0.646,-1.071,2.000
0.537,-1.140,2.000
0.388,-1.089,2.000
0.023,-1.043,1.857
-0.258,-0.907,1.774
-0.391,-0.796,1.641
-0.362,-0.729,1.434
-0.190,-0.642,1.047
-0.169,-0.498,0.754
-0.344,-0.298,0.651
-0.420,-0.184,0.559
-0.347,-0.093,0.336
-0.270,0.019,0.088
-0.267,0.190,-0.195
-0.304,0.347,-0.380
-0.153,0.438,-0.495
-0.002,0.476,-0.540
0.078,0.482,-0.548
0.050,0.514,-0.549
-0.107,0.501,-0.502
-0.063,0.387,-0.357
0.031,0.303,-0.083
0.088,0.215,0.375
0.039,0.062,1.003
-0.018,-0.023,1.316
-0.076,0.017,1.064
-0.289,-0.088,1.038
0.100,-0.215,1.711
0.387,-0.339,2.000
0.455,-0.415,2.000
0.176,-0.447,2.000
0.192,-0.716,2.000
0.975,-0.715,2.000
1.454,-0.573,2.000
1.528,-0.470,2.000
1.479,-0.537,2.000
1.284,-0.600,1.993
1.319,-0.658,1.201
1.368,-0.586,0.478
1.068,-0.376,0.315
0.511,-0.184,0.489
0.138,-0.161,0.607
-0.023,-0.150,0.241
0.004,0.037,-0.144
-0.026,0.176,-0.342
0.032,0.254,-0.331
-0.062,0.321,-0.298
-0.174,0.376,-0.248
-0.162,0.419,-0.158
0.010,0.421,-0.022
0.151,0.432,-0.048
0.083,0.448,-0.145
-0.056,0.426,-0.228
-0.104,0.369,-0.163
-0.282,0.338,-0.117
-0.446,0.141,-0.074
-0.250,-0.065,-0.034
0.072,-0.208,-0.010
0.125,-0.403,0.229
0.023,-0.701,0.541
-0.125,-0.966,0.810
0.035,-1.177,1.217
0.197,-1.422,1.891
1.042,-1.352,2.000
1.969,-1.040,2.000
2.000,-0.991,2.000
1.787,-0.884,2.000
1.312,-0.879,1.998
1.005,-0.929,1.700
0.908,-0.890,1.326
0.866,-0.868,1.077
0.686,-0.823,1.236
0.514,-0.800,1.966
0.459,-0.695,2.000
0.206,-0.689,2.000
-0.202,-0.629,1.928
-0.322,-0.566,1.690
-0.255,-0.482,1.445
-0.181,-0.393,1.222
-0.210,-0.304,1.007
-0.138,-0.257,0.827
-0.142,-0.202,0.651
-0.179,-0.112,0.454
-0.159,-0.055,0.108
-0.125,0.023,-0.230
-0.229,0.193,-0.511
-0.202,0.388,-0.760
-0.179,0.484,-0.885
-0.045,0.478,-0.872
-0.033,0.386,-0.842
-0.254,0.275,-0.707
-0.442,0.094,-0.462
-0.395,-0.066,-0.009
-0.229,-0.397,0.617
-0.070,-0.424,1.396
0.165,-0.612,2.000
0.486,-0.523,2.000
0.774,-0.491,2.000
0.558,-0.461,2.000
0.452,-0.481,2.000
0.804,-0.519,2.000
1.291,-0.529,2.000
1.212,-0.431,2.000
1.214,-0.394,2.000
1.226,-0.517,2.000
0.764,-0.468,2.000
0.529,-0.517,1.801
0.596,-0.649,1.363
0.960,-0.644,0.771
0.854,-0.507,0.489
0.575,-0.390,0.403
0.245,-0.240,0.188
-0.036,-0.033,-0.102
-0.177,0.087,-0.316
-0.149,0.155,-0.575
0.061,0.184,-0.803
0.255,0.366,-0.918
0.085,0.462,-0.813
-0.100,0.437,-0.442
0.021,0.401,0.031
0.110,0.355,0.244
0.140,0.327,0.213
0.149,0.285,0.052
0.177,0.277,-0.077
0.066,0.228,-0.005
0.063,0.036,0.096
0.117,-0.094,0.072
0.082,-0.212,0.011
0.064,-0.468,0.022
-0.031,-0.719,0.333
-0.057,-0.938,0.778
-0.186,-0.985,1.265
-0.107,-1.148,1.885
0.239,-1.032,2.000
0.739,-1.070,1.738
1.143,-1.148,1.820
1.308,-1.135,2.000
1.591,-1.125,2.000
1.795,-1.132,2.000
1.671,-1.095,2.000
1.120,-1.156,2.000
0.758,-1.152,1.941
0.578,-1.168,1.646
0.281,-1.009,1.729
0.229,-0.917,1.864
0.141,-0.893,1.855
0.088,-0.957,1.363
-0.002,-0.780,0.880
-0.228,-0.520,0.648
-0.329,-0.285,0.624
-0.293,-0.130,0.741
-0.158,-0.088,0.843
-0.143,-0.046,0.624
-0.264,0.051,0.326
-0.342,0.179,0.047
-0.346,0.279,-0.138
-0.287,0.359,-0.213
-0.274,0.348,-0.227
-0.275,0.297,-0.308
-0.313,0.284,-0.495
-0.218,0.204,-0.616
-0.139,0.059,-0.602
-0.143,-0.168,-0.245
-0.136,-0.392,0.433
0.007,-0.565,1.371
0.595,-0.738,2.000
1.003,-0.609,2.000
0.595,-0.409,2.000
0.198,-0.457,2.000
0.066,-0.601,2.000
0.371,-0.749,2.000
0.823,-0.788,2.000
0.719,-0.729,2.000
0.568,-0.738,2.000
0.743,-0.770,1.731
1.043,-0.775,1.372
1.392,-0.712,0.948
1.300,-0.501,0.601
0.900,-0.321,0.615
0.448,-0.241,0.699
0.215,-0.154,0.706
0.137,-0.095,0.545
0.003,-0.052,0.135
-0.077,0.092,-0.150
-0.038,0.196,-0.186
-0.026,0.222,-0.156
-0.104,0.305,-0.271
-0.166,0.387,-0.402
-0.068,0.400,-0.314
0.338,0.412,-0.151
0.522,0.449,-0.207
0.406,0.482,-0.235
0.186,0.430,-0.200
0.123,0.344,-0.187
0.084,0.283,-0.275
0.070,0.204,-0.419
0.085,-0.069,-0.534
